Script,Đối tượng ,Vui,Buồn,Tức,Ngạc nhiên,Chán,Emotion
"Có lẽ tôi đã đặt quá nhiều hi vọng vào công việc mới này, tôi cứ nghĩ rằng đây sẽ là cơ hội để tôi thay đổi mọi thứ và bắt đầu lại từ đầu. Nhưng thực tế lại không hề như vậy. Công việc không giống như tôi tưởng tượng: deadlines luôn đè trên đôi vai tôi, yêu cầu liên tục thay đổi và không bao giờ rõ ràng. Mỗi ngày, tôi cảm thấy mình đang bị nhấn chìm trong một mớ hỗn độn không có lối thoát.
Tôi đã làm việc cực lực, nhưng kết quả vẫn không như mong đợi. Ôi, nào là những buổi họp kéo dài, nào là những chỉ trích, la mắng từ cấp trên, và cả sự thiếu hỗ trợ từ đồng nghiệp khiến tôi cảm thấy khó thở, cứ như mình đang đứng giữa một cơn bão không thể kiểm soát. Tôi cố gắng gấp rút hoàn thành dự án, nhưng không hiểu vì sao luôn có lỗi xảy ra và không bao giờ đạt yêu cầu. Mỗi lần bị phê bình, tôi lại cảm thấy nỗ lực của mình không được công nhận, và mỗi lần như thế, tôi cảm thấy mình rơi vào một hố sâu của sự thất vọng, chán nản. 
Áp lực từ công việc, cộng với cảm giác thất bại, đã làm tôi kiệt sức suốt mấy ngày qua. Tôi không còn cảm thấy hào hứng với bất kỳ điều gì nữa. Mỗi ngày trôi qua chỉ khiến tôi cảm thấy mệt mỏi và mất phương hướng. Tôi không thể tiếp tục dối lòng rằng mình ổn, khi thực sự cảm giác mọi thứ đang sụp đổ quanh tôi. Nỗi buồn này như một vết thương không bao giờ lành, cứ ám ảnh tôi và khiến tôi cảm thấy mình chẳng còn sức lực để tiếp tục. Chẳng biết giờ tôi phải làm gì đây nữa, ước gì có ai đó có thể hiểu được tôi. 


",người đi làm,0,1,0,0,0,Sad
"Anh Trung bỏ tôi theo người khác mất rồi. Đúng vậy, chính tôi cũng không thể tin rằng mọi chuyện lại kết thúc bi thảm như thế này. Tôi vẫn nhớ rõ từng khoảnh khắc khi chúng tôi cùng nhau lên kế hoạch cho tương lai, những buổi tối ngồi trò chuyện, cười đùa và mơ mộng cùng nhau. Tôi đã từng tin rằng tình yêu có thể chữa lành mọi vết thương, có thể làm cho mọi thứ trở nên tốt đẹp hơn. Nhưng không, giờ đây, tôi nhận ra mình đã sai hoàn toàn, chỉ còn lại dấu chấm hết.
Những ngày tháng vừa qua chỉ để lại cho tôi nỗi buồn và sự hối tiếc không thể tả nổi. Tôi đã yêu hết lòng, đặt toàn bộ niềm tin vào anh ấy, và giờ đây chỉ nhận lại được sự phản bội. Cảm giác như mọi điều tôi từng tin tưởng đều bị vỡ vụn ra. Tôi không biết mình đã làm gì sai, hay có phải tôi đã quá tin tưởng vào những lời hứa suông mà anh ấy đã thốt ra.
Mỗi lần nghĩ về anh ấy, tôi cảm thấy một nỗi đau không thể diễn tả bằng lời, tim tôi như quặn lại. Thú thật mà nói, chuyện này như một cú sốc nặng nề khiến tôi không thể thở nổi. Tôi không thể hiểu nổi làm thế nào mà một người có thể thay đổi nhanh đến vậy, từ người mà tôi yêu quý đến người đã rời bỏ tôi mà không chút do dự. Cảm giác như một cú đánh vào trái tim, một cái gì đó cứ tiếp tục giằng xé tôi mỗi khi tôi cố gắng làm quen với thực tại mới này.
Mọi thứ xung quanh tôi dường như đều nhuốm màu u ám. Tôi cũng chả còn muốn gặp ai hết, kể cả là những người bạn luôn cố gắng động viên tôi. Gặp ai tôi cũng mỉm cười qua loa, cố giả vờ là mình ổn nhưng thật ra chẳng ổn gì cả. 
Tôi không còn tin vào tình yêu nữa, không còn tin vào những lời hứa, cũng không còn tin vào bất kỳ ai. Những lời hứa mà trước đây tôi đã nắm chặt, giờ đây chỉ còn là những từ ngữ trống rỗng. Tôi không biết mình sẽ tiếp tục như thế nào, không biết mình sẽ làm gì để thoát khỏi cảm giác này. Chỉ biết rằng, bây giờ, tôi đang bị chìm đắm trong nỗi buồn và sự thất vọng không thể nào gượng dậy nổi.


",người thất tình,0,1,0,0,0,Sad
"Nhật ký ơi! 
Hôm nay mình và Ba Mẹ cãi nhau to về việc chơi game. Mình đang ghét họ lắm. Nói thiệt là mình chỉ muốn chơi một chút sau giờ học, nhưng Ba Mẹ lại nói rằng mình chơi game quá nhiều và không tập trung vào việc học. Ơ, mình đâu có như vậy chứ. Đấy, mình cũng đã cố gắng giải thích với họ rằng game chỉ là cách để mình thư giãn, nhưng họ không chịu nghe. Ba Mẹ cứ nhắc đi nhắc lại rằng game làm mình mất thời gian và có thể làm giảm điểm số ở trường.
Mình cảm thấy thật sự buồn vì không thể chơi game mà mình thích. Mỗi lần mình cãi lại, Ba Mẹ lại càng giận dữ hơn và nói rằng nếu mình không nghe lời thì sẽ không được ra ngoài nữa. Mình cảm thấy như mọi thứ đều chống lại mình và chẳng biết làm sao để làm cho Ba Mẹ hiểu mình nữa đây. 
Khi nghe họ nói thế, mình cảm thấy như mọi thứ mình thích đều bị lấy đi. Tâm trạng của mình bây giờ rất tồi tệ, và mình chỉ muốn gào lên cho đỡ tức giận. Mình không biết phải làm sao để cả nhà vui vẻ lại như trước. Giờ đây, mình chỉ thấy nỗi buồn và sự bất lực, không biết phải làm thế nào cho mọi thứ trở nên ổn hơn. 



",Cãi nhau với gia đình,0,1,0,0,0,Sad
"Hôm nay tôi chính thức mất đi một người bạn mà tôi từng coi là tri kỷ, cô ấy tên là Trang người bạn thân của tôi từ năm lớp 2. Chúng tôi đã cãi nhau về một chuyện nhỏ nhặt, nhưng những lời nói đau lòng mà cả hai đã thốt ra không thể nào rút lại được. Chỉ vì một cuộc tranh cãi, mà giờ đây tôi cảm thấy như mọi thứ đều sụp đổ, và hoang mang. Tôi không ngờ tình bạn bao nhiêu năm lại có thể tan vỡ dễ dàng đến vậy, chỉ vì những chuyện nhỏ nhặt.
Chúng tôi đã cãi nhau về việc tôi đã không tham gia một hoạt động mà cô ấy rất quan tâm, là một chương trình do câu lạc bộ cô ấy tổ chức. Tôi không nghĩ đó là vấn đề lớn, nhưng cô ấy cảm thấy bị bỏ rơi và không được coi trọng, cảm thấy lời mời ấy không được tôn trọng. Ban đầu tôi đã cố giải thích rằng tôi không ý như thế, ấy vậy mà lúc sau chúng tôi đã nói những lời rất tổn thương, và giờ đây, tôi cảm thấy đau đớn khi nghĩ về những gì đã xảy ra. Cả ngày hôm nay, đôi khi tôi nghĩ thoáng về những kỷ niệm cũ, những lần chúng tôi cười đùa và chia sẻ mọi thứ với nhau, hoặc tám nhảm về một chủ đề nào đó. Những lúc chúng tôi cùng nhau làm bài tập, đi chơi, hoặc chỉ là ngồi trò chuyện về những điều vụn vặt trong cuộc sống. 
Khoảng trống mà cô ấy để lại bây giờ không thể lấp đầy. Tôi cảm thấy mình như mất đi một phần của chính mình. Dù biết rằng cả hai đều có lỗi trong cuộc cãi nhau, nhưng nỗi buồn này quá lớn. Tôi không biết làm sao để đối diện với việc không còn có cô ấy ở bên nữa, và tất cả những gì tôi cảm thấy lúc này chỉ là sự trống rỗng và đau đớn.

",rạn nứt tình bạn tri kỷ,0,1,0,0,0,Sad
"Hôm nay là ngày tôi đã nói lời chia tay với người bạn trung thành nhất của mình, chú chó mà tôi đã nuôi nấng suốt 10 năm qua. Nó đã ở bên tôi từ khi tôi còn là một cậu thiếu niên cho đến khi trưởng thành, nhưng giờ đây, nó không còn ở bên tôi nữa rồi. Từ trưa tới giờ,  tôi đã khóc rất nhiều, và trái tim tôi như bị xé nát. Mỗi lần nghĩ về nó, tôi lại nhớ đến những lúc chúng tôi cùng chơi, những buổi sáng dậy sớm để đi dạo, và những lần nó nằm cuộn tròn bên cạnh tôi khi tôi buồn. Tôi nhớ cái cảm giác được ôm chú chó vào lòng. 
Giờ đây, mỗi góc nhỏ trong nhà đều gợi nhớ về nó. Chỗ nó hay nằm, đồ chơi của nó, và cả tiếng bước chân quen thuộc giờ đây chỉ còn lại sự trống trải và đau đớn. Tôi chưa bao giờ nghĩ rằng mất đi một con vật lại có thể khiến tôi buồn đến thế này. Cảm giác như một phần của mình đã biến mất, và dù tôi biết mình phải tiếp tục, nỗi đau này vẫn quá lớn để chấp nhận.


",pet tạch,0,1,0,0,0,Sad
"Hôm nay tôi rất buồn, có thể nói là ngày tệ nhất từ trước đến giờ. Áp lực từ gia đình đang đè nặng lên vai tôi hơn bao giờ hết. Họ luôn kỳ vọng tôi sẽ thành công trên trường lớp, đạt được những điều mà họ không thể, nhưng giờ đây tôi chỉ cảm thấy mình đang thất bại. Điểm thấp trong kỳ thi  học kỳ 1 vừa qua khiến tôi cảm thấy như mọi thứ đã sụp đổ. Tôi biết rõ rằng mẹ và ba đã đặt rất nhiều hy vọng vào tôi, và khi nghe mẹ nói về những ước mơ mà bà đã dành cho tôi, tôi lại cảm thấy lòng mình thắt lại. Có lẽ tôi cũng sẽ không thể đậu vào ngôi trường tôi hằng mơ ước. 
Tôi đã cố gắng rất nhiều nhưng không đạt được kết quả như mong muốn. Cảm giác như tôi đang không chỉ thất vọng bản thân mà còn làm họ thất vọng. Mỗi lần nhìn thấy ánh mắt lo lắng của họ, tôi cảm thấy mình như gánh một gánh nặng khổng lồ, không biết phải làm thế nào để đáp ứng kỳ vọng của họ. Tôi sợ rằng mình không đủ khả năng để làm họ vui lòng, và nỗi sợ làm họ thất vọng cứ đeo bám tôi.
Mỗi ngày trôi qua, tôi cảm thấy mình như đang chìm dần trong cảm giác thất bại và sự lo lắng không ngừng. Tôi không biết mình có thể tiếp tục chịu đựng áp lực này được bao lâu nữa, và nỗi buồn này chỉ ngày càng trở nên nặng nề hơn.


",Điểm thấp ,0,1,0,0,0,Sad
"Nhìn lại sự nghiệp đi làm tại công ty của mình, tôi không thể không cảm thấy hối tiếc về những cơ hội đã bỏ lỡ và không thể thăng tiến như các đồng nghiệp cùng trang lứa. Hôm nay, tôi vừa biết tin rằng một đồng nghiệp khác được thăng chức vào vị trí mà tôi đã chần chừ không dám nắm lấy. Thực sự, tôi không hiểu tại sao mình lại không dám hành động khi cơ hội xuất hiện trước mắt. Những lúc tôi sợ hãi và do dự, khi tôi chỉ ngồi yên trong vùng an toàn của mình, tôi đã đánh mất biết bao nhiêu điều quý giá.
Cảm giác này không đến từ bên ngoài, mà là từ bên trong chính tôi. Tôi tự trách mình vì đã không đủ dũng cảm để bước ra khỏi cái vỏ bọc quen thuộc và nắm bắt cơ hội khi nó đến. Tôi đã để nỗi sợ hãi và sự không chắc chắn khiến tôi chần chừ và cuối cùng, để người khác vượt qua. Những “giá như” và “nếu mà” giờ đây trở thành những vết thương không thể chữa lành. Tôi chỉ còn lại nỗi buồn và sự thất vọng tự bản thân mình.
Tôi đã từng mơ về việc thăng tiến và phát triển trong công việc, nhưng giờ đây, những ước mơ đó lại cảm giác như đang xa vời. Tôi không biết liệu mình có thể làm gì để thay đổi tình hình hiện tại, hay liệu có còn cơ hội nào khác đến với tôi trong tương lai không. Mỗi khi nghĩ đến việc mình đã bỏ lỡ cơ hội này, tôi lại cảm thấy đau đớn và không thể không tự hỏi bản thân rằng nếu mình đã hành động khác đi, mọi thứ có thể đã khác không. Nỗi buồn này thật sự rất nặng nề và khó chịu, và tôi không biết làm thế nào để tiếp tục từ đây.


",đánh mất cơ hội và nuối tiếc,0,1,0,0,0,Sad
"Haiz! 
Hôm nay mình cảm thấy thật sự buồn và thất vọng về chính mình. Mỗi lần nhìn vào gương, mình chỉ thấy một người mà mình không muốn trở thành. Mình đã cố gắng làm mọi cách để cải thiện ngoại hình của mình, từ giảm cân đến chăm sóc da mặt nhưng vẫn cảm thấy không đủ đẹp so với bạn bè đồng trang lứa. Mỗi lần đi ra ngoài, mình không khỏi so sánh mình với những người xung quanh, và cảm giác như mình luôn bị tụt lại phía sau.
Khi nhìn thấy bạn bè ăn mặc đẹp, tự tin và luôn tỏa sáng, mình chỉ thấy sự tự ti ngày càng lớn. Họ luôn thu hút ánh nhìn và được khen ngợi, trong khi mình lại cảm thấy bản thân mình chỉ là một người bình thường không có gì nổi bật. Ôi, mình rất cảm thấy xấu hổ khi phải đứng cạnh họ, và thường xuyên cảm thấy như mình không xứng đáng có mặt ở những nơi mà họ hiện diện.
Mà cái nỗi buồn này không chỉ là về ngoại hình, mà còn về cảm giác không thể tự tin và không thể hòa nhập vào nhóm. Mình ghen tị với sự tự tin của họ, và mỗi lần như thế, mình chỉ cảm thấy mình càng lúc càng nhỏ bé hơn. Cảm giác này khiến mình không biết phải làm sao để thoát ra khỏi sự tự ti và nỗi buồn này. Mình chỉ muốn cảm thấy mình có giá trị và được chấp nhận, nhưng hiện tại, cảm giác này cứ đeo bám tôi mỗi ngày.


",tự ti ngoại hình,0,1,0,0,0,Sad
"Lại là một ngày thật nặng nề trôi qua. Đã được một tuần kể từ khi tôi chuyển lên thành phố để học tập và làm việc, nhưng cái cảm giác cô đơn và lạc lõng từ ban đầu vẫn không bao giờ rời bỏ tôi. Thành phố này quá lớn, quá ồn ào và bận rộn, và mỗi ngày tôi lại cảm thấy như mình đang bị nuốt chửng bởi cái không khí xô bồ này.
Mỗi khi đi dạo ngoài đường, tôi không thể không cảm thấy mình như một người lạc đường giữa đám đông. Những ánh đèn sáng loáng và tiếng còi xe liên tục khiến tôi cảm thấy nghẹt thở, như thể tôi không thể hít thở được không khí tự do mà mình cần. Mỗi góc phố, mỗi tòa nhà đều xa lạ và lạnh lùng, và tôi càng lúc càng nhớ nhà hơn. Tôi nhớ những buổi sáng bình yên ở quê, những bữa cơm gia đình, và những tiếng cười của ba mẹ.
Nỗi cô đơn này không chỉ là về việc không có ai để trò chuyện hay chia sẻ, mà còn về cảm giác không có nơi nào để thuộc về. Tôi cảm thấy như mình đang lạc lõng trong một thế giới mà mình không thể kết nối được. Mỗi đêm, khi ngồi một mình trong căn phòng nhỏ, tôi chỉ muốn trở về, nơi mà tôi cảm thấy an toàn và được yêu thương. Cảm giác này thật sự rất buồn và khó chịu.

","cô đơn, nhớ nhà",0,1,0,0,0,Sad
"Haiz, hôm nay là một ngày thật tồi tệ! 
Tôi không ngờ rằng mọi thứ lại có thể trở nên tồi tệ đến vậy. Chiếc tai nghe bluetooth mà cô bạn thân tặng tôi làm kỷ niệm đã bị mất rồi. Tôi thề là đã tìm kiếm khắp nơi, bới tung từ trong căn phòng nhỏ bé này đến những nơi mà tôi đã đến trong suốt ngày hôm qua, nhưng không thể tìm thấy. Cảm giác như mọi nỗ lực của tôi đều không có kết quả. Tôi đã lục tung mọi thứ, mở mọi ngăn kéo và thậm chí hỏi thăm những người xung quanh, nhưng nó vẫn như bốc hơi mất dạng.
Chiếc tai nghe không chỉ đơn thuần là một món đồ, nó còn mang ý nghĩa rất đặc biệt. Đó là món quà mà cô bạn thân đã tặng cho tôi khi tôi chuyển lên thành phố, và mỗi khi đeo nó, tôi đều cảm thấy như có cô ấy bên cạnh, dù chúng tôi cách xa nhau. Giờ đây, khi mất đi nó, tôi cảm thấy như mất đi một phần kỷ niệm quan trọng và cảm giác như mọi thứ đều sụp đổ.
Cảm giác này càng tồi tệ hơn khi tôi đang gặp phải chuyện tình cảm không suôn sẻ nữa. Cái cảm giác thất tình, cộng thêm việc mất đi món quà quý giá, làm tôi cảm thấy như mọi thứ cứ ập tới cùng lúc, không có cách nào thoát ra. Tôi cảm thấy bất lực và chán nản, như thể mọi thứ đều chống lại mình. Tôi đã cố gắng giữ bình tĩnh, nhưng nỗi buồn và sự thất vọng này đang dồn nén trong tôi.
Mỗi khi nghĩ về chiếc tai nghe, tôi lại nhớ đến cô bạn thân (hiện đã đi du học xa rồi) và những kỷ niệm vui vẻ mà chúng tôi đã có. Nỗi buồn này không chỉ là vì món đồ mất đi, mà còn vì cảm giác tôi không thể giữ gìn những thứ quan trọng trong cuộc sống. Giờ đây, cảm giác này chỉ làm tôi thêm phần mệt mỏi và cảm thấy như mọi thứ đang rơi vào hỗn độn.


",Mất đồ ,0,1,0,0,0,Sad
"Hôm nay, em quyết định kết thúc mọi thứ. Lần đầu tiên trong đời, em cảm thấy như tim mình vỡ nát. Anh đã là cả thế giới của em, nhưng dường như chúng ta không còn hiểu nhau nữa. Mỗi lời nói của anh như một mũi dao đâm vào lòng em, không còn là những lời yêu thương ngọt ngào như trước. Em biết rằng điều này là tốt nhất cho cả hai, nhưng nỗi đau này thật khó để mà chịu đựng.

",thất tình,0,1,0,0,0,Sad
"Hôm nay, tôi chính thức nhận được thông báo thôi việc. Ở tuổi này, ai còn muốn thuê một người như tôi nữa chứ? Cả cuộc đời làm việc chăm chỉ, cống hiến không ngừng, nhưng cuối cùng, tôi vẫn bị loại bỏ. Cảm giác bất lực và lo lắng cho tương lai khiến tôi không thể nào ngủ được mỗi tối. Tôi tự hỏi, liệu mình còn có thể bắt đầu lại từ đâu?

",thất nghiệp tuối trung niên,0,1,0,0,0,Sad
"Tôi không thể tin rằng cậu ấy đã rời xa mãi mãi. Chúng tôi đã lớn lên cùng nhau, chia sẻ mọi niềm vui, nỗi buồn. Nhưng giờ đây, cậu ấy đã không còn ở đây nữa, để tôi lại một mình với những kỷ niệm cũ. Mỗi lần nhìn vào những bức ảnh, tôi lại nhớ về tiếng cười, những cuộc trò chuyện nối tiếp mãi không dứt. Tôi biết rằng cuộc sống vẫn tiếp diễn, nhưng nỗi mất mát này quá lớn để có thể vượt qua.

",bạn thân mất,0,1,0,0,0,Sad
"Đêm nay, con lại khóc cả đêm, và tôi chẳng biết phải làm gì. Tôi cố gắng làm mọi thứ một mình, nhưng có những lúc tôi cảm thấy quá sức. Nhìn con bé yếu ớt trong vòng tay mình, tôi cảm thấy nặng lòng. Làm mẹ đơn thân chưa bao giờ dễ dàng, nhưng tôi không thể bỏ cuộc. Dù vậy, đôi khi nỗi cô đơn và sự mệt mỏi xâm chiếm tâm hồn tôi, khiến tôi tự hỏi liệu mình có đủ mạnh mẽ để tiếp tục như vậy, hay đơn giản bỏ cuộc cho không phải áp lực.

",mẹ đơn thân,0,1,0,0,0,Sad
"Ngày hôm nay, tôi đã nhận ra mình không được chọn cho vị trí mà tôi khao khát. Bao nhiêu công sức, bao nhiêu hy vọng đổ vỡ chỉ trong khoảnh khắc nhận được email từ chối. Tôi đã đặt cược rất nhiều vào cơ hội này, nhưng giờ đây, mọi thứ như tan biến trước mắt. Tôi không biết liệu mình có thể đứng dậy và tiếp tục cố gắng hay không. Cảm giác thất bại này thật sự làm tôi mất phương hướng.

",bị từ chối công việc,0,1,0,0,0,Sad
"Mẹ đã rời xa chúng tôi. Cả đời mẹ đã hy sinh cho gia đình, và giờ đây mẹ đã không còn nữa. Căn nhà bây giờ trống trải, thiếu vắng tiếng cười của mẹ. Tôi tự trách mình vì đã không ở bên cạnh mẹ nhiều hơn trong những năm tháng cuối đời. Mỗi lần về nhà, nỗi đau lại trỗi dậy khi thấy căn phòng của mẹ trống rỗng. Tôi biết mẹ đã tìm được sự bình yên, nhưng trái tim tôi vẫn không thể chấp nhận được sự mất mát này.

",mẹ mất,0,1,0,0,0,Sad
"Anh ấy đã nói rằng anh không còn cảm thấy gì với tôi nữa. Những lời đó như một cú đấm vào ngực tôi. Tôi đã cố gắng hết sức để làm cho mối quan hệ này tốt đẹp, nhưng dường như tất cả đều vô ích. Tôi không thể ngừng khóc khi nghĩ về những kỷ niệm chúng tôi đã chia sẻ. Làm sao tôi có thể tiếp tục sống khi mà anh là cả thế giới của tôi? Tôi cảm thấy mình như một kẻ thua cuộc, không thể làm được gì kể cả giữ được người mình yêu.

",bị từ chối tình cảm,0,1,0,0,0,Sad
"Tôi không thể tin rằng người bạn mà tôi tin tưởng nhất lại phản bội tôi. Chúng tôi đã chia sẻ mọi thứ, vậy mà anh ta lại đâm sau lưng tôi để chỉ vì muốn đạt được mục đích cá nhân. Tôi cảm thấy mình như một kẻ ngốc, đã tin tưởng nhầm người. Sự phản bội này làm tôi mất niềm tin vào tất cả. Tôi không biết mình có thể tin ai nữa, điều này thật sự khiến tôi cảm thấy lạc lõng và sợ hãi trong chính cuộc sống của mình.

",bị phản bội,0,1,0,0,0,Sad
"Hôm nay, bác sĩ nói rằng tình trạng sức khỏe của tôi không còn tốt nữa. Tuổi già đang lấy đi sức mạnh của tôi từng ngày. Mỗi bước đi giờ đây trở nên nặng nề hơn, mỗi hơi thở trở nên khó khăn hơn. Tôi đã sống một cuộc đời dài và đầy những trải nghiệm, nhưng giờ đây tôi cảm thấy cô đơn và yếu đuối. Tôi chỉ mong có thể tìm được sự bình yên trong những ngày cuối đời, nhưng nỗi sợ về sự ra đi đang cận kề không thể tránh khỏi cứ lởn vởn trong tâm trí.

",cảm nhận tuổi già,0,1,0,0,0,Sad
"Công ty tôi đã quyết định cắt giảm nhân sự, và tôi nằm trong số đó. Công việc này không chỉ là một nghề, mà nó còn là niềm đam mê của tôi. Mỗi ngày đi làm không hề là vì tiền mà thực sự là một niềm vui, nhưng giờ đây, tất cả đã tan biến. Tôi không biết phải làm gì tiếp theo, khi mà mọi thứ đều đã trở thành quá khứ. Cảm giác như mình vừa mất đi một phần của bản thân. Tôi không chỉ mất việc, mà dường như tôi mất đi luôn mục đích sống của mình.

",bị cắt giảm nhân sự,0,1,0,0,0,Sad
"Chúng tôi đã từng là bạn thân, nhưng giờ đây mọi thứ đã thay đổi. Cô ấy không còn quan tâm đến tôi nữa, và tôi cũng không còn thấy sự kết nối giữa hai chúng tôi. Mỗi lần gặp nhau, tôi cảm thấy có một khoảng cách vô hình mà bản thân không thể vượt qua. Tôi không biết làm sao để cứu vãn mối quan hệ này, hay liệu có nên cố gắng nữa hay không. Mất đi người bạn thân nhất thật sự là một nỗi đau mà tôi không ngờ tới.

",khoảng cách quan hệ,0,1,0,0,0,Sad
"Tôi đã thu hết can đảm để thổ lộ tình cảm với cô ấy, nhưng cô ấy chỉ cười và nói rằng chúng tôi chỉ nên làm bạn. Những lời nói đó khiến tôi như rơi vào hố sâu không đáy. Tôi đã hy vọng rất nhiều, đã tưởng tượng về một tương lai với cô ấy, nhưng giờ đây mọi thứ chỉ là một giấc mơ tan vỡ. Tôi không biết phải đối mặt với cô ấy như thế nào từ giờ trở đi. Trái tim tôi đau nhói, và nỗi buồn này dường như không thể nguôi ngoai.

",thổ lộ tình cảm thất bại,0,1,0,0,0,Sad
"Gia đình tôi không còn như trước nữa. Chúng tôi từng rất hạnh phúc, nhưng giờ đây chỉ còn lại những cuộc cãi vã và sự xa cách. Tôi cảm thấy mình không còn là một phần của gia đình, dù tôi đã cố gắng hết sức để gắn kết mọi người lại với nhau. Nỗi buồn này thật sâu sắc, khi mà những người thân yêu nhất lại trở thành xa lạ. Tôi không biết liệu chúng tôi có thể hàn gắn được không, hay đây là dấu chấm hết cho một gia đình từng rất đầm ấm.

",gia đình xa cách,0,1,0,0,0,Sad
"Tôi không còn biết mình đang làm gì nữa. Mỗi ngày trôi qua đều giống nhau, không mục tiêu, không động lực. Tôi từng có ước mơ, từng có hy vọng, nhưng giờ đây tất cả đều tan biến. Cuộc sống này dường như không còn ý nghĩa với tôi. Tôi cảm thấy mình như một con tàu lạc hướng, trôi dạt giữa đại dương mênh mông mà không biết phải đi đâu. Nỗi buồn này thật nặng nề, và tôi không biết mình còn có thể chịu đựng được bao lâu nữa.

",mất đi động lực sống,0,1,0,0,0,Sad
"Họ không chấp nhận tôi, không chấp nhận con người thật của tôi. Dù tôi đã cố gắng rất nhiều để làm hài lòng họ, nhưng dường như mọi nỗ lực đều vô ích. Tôi chỉ muốn được yêu thương thôi mà, được chấp nhận như tôi vốn là, nhưng điều đó dường như quá khó khăn với gia đình tôi. Mỗi lần bị từ chối, trái tim tôi như vỡ ra từng mảnh. Nỗi buồn này khiến tôi cảm thấy mình không thuộc về bất kỳ nơi nào, ngay cả trong chính gia đình mình.

",không được chấp nhận bản thân,0,1,0,0,0,Sad
"Dự án khởi nghiệp của tôi đã không thành công. Tôi đã đặt rất nhiều niềm tin và hy vọng vào nó, nhưng cuối cùng tất cả đều sụp đổ. Tôi không chỉ mất tiền, mà còn mất cả niềm tin vào bản thân. Mọi người nói rằng tôi còn trẻ, còn nhiều cơ hội, nhưng làm sao họ có thể hiểu được nỗi đau của sự thất bại này? Tôi cảm thấy mình như một kẻ thất bại, không thể đạt được bất cứ điều gì trong cuộc sống.

",khởi nghiệp thất bại,0,1,0,0,0,Sad
"Anh ấy đã thay đổi rồi. Chúng tôi từng rất yêu thương nhau, nhưng giờ đây tôi cảm thấy mình như một người xa lạ trong chính cuộc hôn nhân của mình. Chúng tôi không còn nói chuyện, không còn chia sẻ như trước nữa. Tôi không biết liệu anh ấy còn yêu tôi hay không, và điều đó khiến tôi đau lòng. Cảm giác cô đơn trong một mối quan hệ mà lẽ ra phải là nơi tôi tìm được sự an ủi thật sự không thể chịu đựng nổi.

",người yêu thay đổi,0,1,0,0,0,Sad
"Chúng tôi đã cố gắng rất nhiều, nhưng bác sĩ nói rằng khả năng chúng tôi có con là rất thấp. Tôi luôn mong muốn có một gia đình trọn vẹn, với tiếng cười trẻ thơ, nhưng giờ đây điều đó dường như ngoài tầm với. Tôi nhìn vợ mình, thấy nỗi buồn trong mắt cô ấy, và điều đó khiến tôi đau lòng hơn bao giờ hết. Nỗi buồn này không chỉ là của riêng tôi, mà còn là của cả hai chúng tôi. Chúng tôi không biết phải làm gì tiếp theo, và tương lai trở nên mờ mịt hơn bao giờ hết.

",nghe tin vô sinh,0,1,0,0,0,Sad
"Hôm nay, mình vừa nhận được tin rằng Mai, cô bạn thân từ thời trung học của mình, đã qua đời sau một tai nạn giao thông. Thật khó tin và đau đớn khi phải đối mặt với sự thật rằng cô ấy sẽ không bao giờ quay trở lại nữa. Mình nhớ những lần cả hai cùng ngồi tâm sự suốt đêm, những kỷ niệm vui vẻ và những lần cùng khóc cười. Giờ đây, tất cả chỉ còn lại trong ký ức. Nỗi buồn này thật sâu thẳm, như một khoảng trống mà không gì có thể lấp đầy.

",,0,1,0,0,0,Sad
"Ngày hôm nay, tôi cảm thấy mình thật vô dụng. Dự án tôi dành cả năm trời nghiên cứu và phát triển đã bị thất bại hoàn toàn. Những nhà đầu tư quay lưng, nhân viên dần dần mất niềm tin vào tôi. Tôi luôn nghĩ mình là người lãnh đạo tốt, nhưng hôm nay tôi nhận ra rằng có lẽ tôi đã quá tự tin vào khả năng của mình. Cảm giác thất vọng này nặng nề như một tảng đá đè lên ngực, khiến tôi không thể thở nổi.

",,0,1,0,0,0,Sad
"Hôm nay, tôi phát hiện ra rằng người bạn thân nhất của mình đã phản bội tôi. Cô ấy đã nói xấu tôi sau lưng với đồng nghiệp và còn bịa ra những câu chuyện không đúng sự thật. Tôi không hiểu vì sao cô ấy lại làm vậy, chúng tôi đã từng rất thân thiết. Cảm giác bị phản bội từ một người mình tin tưởng thật sự đau đớn và làm tôi mất niềm tin vào tình bạn. Tôi không biết liệu có thể tin tưởng ai thêm lần nữa.

",,0,1,0,0,0,Sad
"Hôm nay, con trai tôi đã không vượt qua kỳ thi vào đại học. Nó đã cố gắng rất nhiều, học ngày học đêm, và tôi cũng đã đặt nhiều kỳ vọng vào nó. Nhưng khi nhìn thấy khuôn mặt buồn bã và thất vọng của con, tôi không khỏi xót xa. Tôi chỉ muốn nói với con rằng, thất bại không phải là kết thúc, nhưng tôi biết rằng lúc này, bất cứ lời nào cũng khó có thể làm dịu đi nỗi buồn của con.

",,0,1,0,0,0,Sad
